,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212828174,A,,A,M9,Q,SI1,OXI,0.321,3.910,-999.000,6403,11014,114,0.396,123.494,0.187
S212828174,B,,B,M5,STSD,AR,OXI,0.733,4.191,1027.592,32675,75250,1773,0.603,82.322,0.208
S212828174,C,,C,M5,STSD,AR,OXI,0.922,1.523,-999.000,1534,3533,105,1.397,151.597,0.176
S212828174,D,,D,D4,FPD,AR,OXI,0.138,0.655,734.603,19724,40237,178,0.101,72.913,0.346
S212828174,E,,E,M5,STSD,AR,OXI,0.542,2.057,914.999,13383,30821,537,0.718,132.471,0.275
S212828174,F,,F,M5,STSD,AR,OXI,0.436,2.112,784.451,2568,5913,83,0.403,92.509,0.146
