,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212812194,A,,A,M1,SD,SI2,OXI,0.236,4.290,1040.970,27481,67165,509,0.227,96.287,0.237
S212812194,B,,B,M1,SD,SI2,OXI,0.566,8.624,1504.677,30370,74225,1351,0.361,63.822,0.416
