PTO,ESTE,NORTE
1,808294.307,9156713.951
2,808267.217,9156632.964
3,808232.762,9156673.771
4,808263.636,9156693.269
5,808181.374,9156737.263
6,808189.846,9156741.51
7,808255.091,9156715.934
8,808008.551,9156837.922
9,808010.93,9156828.683
