PTO,ESTE,NORTE
1,808091.077,9157583.378
2,808068.488,9157549.392
3,808066.624,9157538.432
4,808088.255,9157531.925
5,808088.313,9157522.516
6,808065.889,9157512.851
7,808082.751,9157502.912
8,808088.929,9157476.951
9,808073.632,9157466.948
10,808090.679,9157469.691
11,808119.044,9157455.254
12,808122.926,9157437.351
13,808082.295,9157416.88
