1,807777.811,9157481.793
2,807771.161,9157507.283
3,807721.803,9157508.284
4,807713.83,9157500.516
5,807733.986,9157485.787
6,807732.381,9157473.284
7,807752.587,9157477.902
8,807752.412,9157469.278
9,807751.743,9157436.176
10,807737.027,9157436.426
11,807731.657,9157450.3
12,807701.393,9157468.87
13,807700.884,9157487.903
14,807687.332,9157489.762
15,807670.552,9157492.063
16,807683.72,9157460.902
17,807700.058,9157449.442
18,807704.373,9157440.612
19,807679.116,9157443.857
20,807658.944,9157446.45
21,807649.036,9157472.353
22,807658.997,9157480.872
23,807665.943,9157492.695
24,807653.379,9157527.244
25,807634.221,9157511.085
26,807631.342,9157513.468
27,807632.113,9157539.361
28,807631.106,9157542.238
29,807658.932,9157550.14
30,807628.307,9157550.231
31,807635.963,9157596.753
32,807621.745,9157609.381
33,807671.814,9157598.824
34,807670.204,9157589.546
