PTO,ESTE,NORTE
1,808203.729,9157574.439
2,808171.836,9157585.876
3,808185.197,9157602.379
4,808173.557,9157602.323
5,808165.175,9157597.809
6,808157.783,9157590.951
7,808156.973,9157657.259
8,808180.434,9157657.153
9,808182.892,9157668.392
10,808186.883,9157669.776
11,808179.915,9157704.246
12,808156.58,9157671.087
