Blast: S212876038, estimation by block model
Grade_Block,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,agcn,ptaucn,s
A,D2,Q,AR,OXI,0.112,1.065,424,39718,68315,246,0.087,,78,0.05
B,M7,FPD,AR,OXI,0.361,1.070,724,3315,6763,79,0.287,,79,0.19
C,M7,Q,AR,OXI,0.330,2.800,671,2908,5001,53,0.280,,85,0.14
D,M6,STSD,AR,OXI,0.225,0.829,783,2860,6586,48,0.210,,94,0.06

