,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212852110,A,,A,M5,STSD,AR,OXI,0.373,1.681,882.124,6285,14473,173,0.324,87.018,0.218
S212852110,B,,B,M5,STSD,AR,OXI,1.353,5.547,1106.023,20503,47217,2054,1.203,88.893,0.222
S212852110,C,,C,D4,FPD,AR,OXI,0.176,1.402,333.847,2538,5178,29,0.186,105.665,0.865
