PTO,ESTE,NORTE
1,807436.666,9157305.762
2,807415.828,9157320.163
3,807386.558,9157307.461
4,807364.366,9157306.288
5,807426.801,9157328.925
6,807409.166,9157341.929
7,807407.087,9157346.187
8,807321.713,9157358.623
9,807327.347,9157391.623
10,807356.431,9157396.459
11,807342.774,9157410.028
12,807330.816,9157411.991
13,807332.259,9157420.463
