,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212932233,A,,A,D4,ST,AR,OXI,0.053,0.834,559.868,44696,100075,170,0.113,213.556,1.635
S212932233,B,,B,M2,SDST,SI2,OXI,0.257,1.765,569.971,2995,7127,59,0.125,48.754,0.099
S212932233,C,,C,D4,STSD,AR,OXI,0.119,1.766,450.372,431,993,4,0.097,82.120,10.370
