PTO,ESTE,NORTE
1,807854.753,9157475.848
2,807862.423,9157544.548
3,807847.269,9157563.438
4,807828.973,9157509.585
5,807808.199,9157536.124
6,807818.092,9157567.507
7,807829.081,9157586.112
8,807801.704,9157543.732
9,807804.617,9157549.953
10,807805.872,9157567.187
11,807821.13,9157596.023
12,807811.864,9157607.574
13,807798.644,9157589.941
14,807787.322,9157560.577
15,807773.204,9157576.969
16,807796.338,9157626.928
