,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212900181,A,,A,D4,STSD,AR,OXI,0.147,0.686,696.914,8405,19356,92,0.116,79.116,0.220
S212900181,B,,B,M5,STSD,AR,OXI,0.623,2.351,212.359,23445,53995,1081,0.068,10.937,0.712
