PTO,ESTE,NORTE
1,807421.217,9157507.794
2,807399.25,9157504.754
3,807399.307,9157526.956
4,807410.813,9157531.5
5,807427.352,9157526.298
6,807450.954,9157531.99
7,807457.302,9157531.303
8,807476.861,9157539.826
9,807399.379,9157555.059
