,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212836099,A,,A,D4,STSD,AR,OXI,0.047,0.851,236.385,41752,96155,146,0.034,71.244,0.312
S212836099,B,,B,M5,STSD,AR,OXI,0.251,1.542,964.109,3158,7274,59,0.252,100.254,0.188
S212836099,C,,C,D4,ST,AR,OXI,0.055,0.967,405.446,3692,8267,14,0.036,65.990,0.175
S212836099,D,,D,M3,ST,SI2,OXI,0.537,4.337,1357.460,16841,37706,651,0.495,92.294,0.941
