,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212836099,A,,A,D4,ST,AR,OXI,0.038,0.810,203.807,37340,83605,101,0.024,64.365,0.254
S212836099,B,,B,M3,STSD,SI2,OXI,0.452,3.684,1180.842,21256,48951,711,0.416,92.028,0.912
S212836099,C,,C,M5,STSD,AR,OXI,0.251,1.543,964.377,3156,7267,59,0.252,100.259,0.188
S212836099,D,,D,D4,ST,AR,OXI,0.055,0.967,405.447,3692,8267,14,0.036,65.990,0.175
