PTO,ESTE,NORTE
1,808091.698,9157363.468
2,808118.777,9157345.657
3,808126.555,9157340.551
4,808115.867,9157332.926
5,808104.027,9157332.604
6,808089.913,9157345.892
7,808089.184,9157338.654
8,808108.18,9157325.398
9,808108.708,9157312.481
10,808101.617,9157307.548
11,808106.52,9157293.944
12,808127.201,9157293.666
13,808127.393,9157278.967
14,808083.788,9157251.496
