PTO,ESTE,NORTE
1,807697.226,9157502.048
2,807674.069,9157502.479
3,807639.377,9157469.813
4,807638.545,9157465.984
5,807664.734,9157516.371
6,807668.953,9157522.139
7,807618.517,9157480.857
8,807640.092,9157527.419
9,807653.059,9157517.796
10,807660.896,9157527.881
11,807645.405,9157538.909
