,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212828132,A,,A,M1,SD,SI2,OXI,0.155,3.079,686.480,15394,37623,188,0.118,75.773,0.124
S212828132,B,,B,D2,Q,AR,OXI,0.096,1.067,298.326,24588,42291,131,0.083,86.499,0.081
