,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212820225,A,,A,M5,STSD,AR,OXI,0.525,1.616,-999.000,6741,15525,262,0.354,67.508,0.855
S212820225,B,,B,D4,STSD,AR,OXI,0.207,2.296,-999.000,2362,5440,36,0.243,117.388,0.589
S212820225,C,,C,M5,STSD,AR,OXI,0.316,1.958,-999.000,19687,45339,460,0.252,79.933,0.868
S212820225,D,,D,D2,Q,AR,OXI,0.151,3.472,-999.000,1968,3386,16,0.000,0.000,-999.000
