,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212804204,A,,A,M1,SD,SI2,OXI,0.227,4.106,1045.938,26469,64689,472,0.179,78.885,0.145
S212804204,B,,B,D4,ST,AR,OXI,0.025,1.985,153.029,17409,38979,32,0.008,32.334,0.145
