PTO,ESTE,NORTE
1,807707.887,9157411.164
2,807708.54,9157425.754
3,807723.321,9157433.355
4,807751.655,9157416.347
5,807762.504,9157428.088
6,807780.899,9157447.997
7,807766.208,9157452.924
8,807703.687,9157497.432
9,807679.325,9157425.646
10,807674.135,9157439.053
11,807709.551,9157450.687
12,807716.691,9157459.958
13,807691.895,9157457.604
14,807703.369,9157469.224
15,807677.618,9157469.916
16,807681.62,9157484.354
