,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212820129,A,,A,D4,STSD,AR,OXI,0.030,0.717,172.666,28914,66590,64,0.011,38.312,0.164
S212820129,B,,B,M3,STSD,SI2,OXI,0.379,3.487,569.994,3115,7173,88,0.275,72.505,0.831
