Blast: S212900004, estimation by block model
Grade_Block,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,agcn,ptaucn,s
A,M3,STSD,SI2,OXI,0.532,3.783,796,3480,8014,137,0.359,,67,0.15
B,M5,STSD,AR,OXI,0.558,2.887,812,3579,8242,148,0.361,,65,0.22
C,D2,Q,AR,OXI,0.071,0.824,281,44519,76572,174,0.036,,51,0.02

