PTO,ESTE,NORTE
1,807462.313,9157567.724
2,807517.07,9157538.527
3,807527.723,9157548.307
4,807544.339,9157589.396
5,807520.711,9157605.923
6,807517.279,9157618.325
7,807489.655,9157629.012
8,807537.478,9157665.46
9,807543.837,9157655.663
