PTO,ESTE,NORTE
1,807573.8,9157552.252
2,807550.662,9157550.514
3,807520.942,9157548.281
4,807493.599,9157536.604
5,807493.7,9157563.418
6,807504.994,9157588.474
7,807531.732,9157566.249
8,807579.039,9157569.786
9,807541.1,9157578.449
10,807513.64,9157605.538
11,807531.337,9157626.258
12,807539.256,9157627.501
13,807566.352,9157631.754
14,807579.785,9157594.032
15,807558.243,9157596.543
