,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212844172,A,,A,D4,ST,AR,OXI,0.167,1.644,567.460,15924,35654,192,0.112,66.887,0.178
S212844172,B,,B,D4,Q,SI1,OXI,0.196,2.821,576.631,51679,88888,560,0.144,73.332,0.149
