Blast: S212868069, estimation by block model
Grade_Block,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,agcn,ptaucn,s
A,D4,FPD,AR,OXI,0.073,1.182,679,3645,7435,17,0.026,,35,0.20
B,M5,STSD,AR,OXI,0.277,2.116,701,3275,7542,67,0.263,,95,0.21
C,M5,STSD,AR,OXI,1.177,3.495,959,6211,14304,541,1.054,,90,0.20
D,M7,FPD,AR,OXI,0.424,3.820,862,10174,20756,283,0.395,,93,0.35
E,M5,STSD,AR,OXI,1.235,2.459,983,4430,10203,405,1.393,,113,0.24
F,M5,STSD,AR,OXI,0.342,2.378,866,12665,29166,321,0.268,,79,0.10

