1,808081.831,9157419.601
2,808068.735,9157413.53
3,808053.85,9157439.607
4,808061.511,9157449.256
5,808059.129,9157478.867
6,808067.348,9157476.066
7,808073.084,9157448.071
8,808077.092,9157446.902
9,808065.917,9157514.885
10,808054.965,9157515.744
11,808073.678,9157570.027
12,808049.3,9157561.485
13,808039.098,9157602.65
14,808015.849,9157616.561
15,808023.426,9157633.73
16,808009.636,9157643.419
17,808029.204,9157692.264
18,808042.119,9157688.033
19,808031.661,9157660.865
20,808033.277,9157653.824
21,808057.127,9157683.117
22,808066.314,9157574.063
23,808082.819,9157681.626
