,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212852242,A,,A,M10,ST,SI1,OXI,1.408,20.392,577.112,13285,29744,1346,0.721,51.222,0.670
S212852242,B,,B,D4,FPD,AR,OXI,0.172,4.525,564.209,7847,16009,89,0.022,12.689,1.129
S212852242,C,,C,M10,ST,SI1,OXI,0.542,10.593,725.891,17546,39284,684,0.683,126.164,0.644
