PTO,ESTE,NORTE
1,807522.078,9157446.818
2,807493.527,9157517.348
3,807515.975,9157510.824
4,807520.776,9157496.473
5,807535.209,9157475.939
6,807546.199,9157494.814
7,807521.432,9157522.344
8,807493.573,9157529.667
9,807493.599,9157536.604
10,807520.942,9157548.281
11,807573.8,9157552.252
