,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212828235,A,,A,M7,Q,AR,OXI,0.327,5.037,623.501,14364,24706,260,0.300,91.629,0.010
S212828235,B,,B,M1,SD,SI2,OXI,0.507,8.029,-999.000,6927,16930,276,0.000,0.000,-999.000
S212828235,C,,C,M5,STSD,AR,OXI,0.541,2.182,-999.000,6375,14681,255,0.000,0.000,-999.000
S212828235,D,,D,D2,ST,AR,OXI,0.131,0.501,-999.000,1542,3453,15,0.000,0.000,-999.000
S212828235,E,,E,M2,SDST,SI2,OXI,0.191,1.526,-999.000,11081,26373,162,0.000,0.000,-999.000
S212828235,F,,F,D2,Q,AR,OXI,0.139,1.475,-999.000,12118,20844,93,0.000,0.000,-999.000
