,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212852127,A,,A,M9,STSD,SI1,OXI,0.355,4.149,785.323,12816,29516,337,0.355,99.756,0.130
S212852127,B,,B,M9,STSD,SI1,OXI,0.710,11.039,1525.070,6667,15355,350,0.854,120.259,0.272
S212852127,C,,C,M9,STSD,SI1,OXI,0.407,4.117,741.056,13031,30011,393,0.412,101.069,0.130
