PTO,ESTE,NORTE
1,808151.691,9157394.662
2,808146.089,9157394.942
3,808144.407,9157414.015
4,808152.74,9157411.22
5,808137.546,9157518.508
6,808123.658,9157515.99
7,808117.931,9157561.113
8,808098.177,9157554.782
