,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212828131,A,,A,M1,SD,SI2,OXI,0.196,3.097,769.914,11648,28468,180,0.168,85.395,0.099
S212828131,B,,B,D4,STSD,AR,OXI,0.128,1.490,542.866,12527,28850,119,0.119,92.653,0.242
