Blast: S212860087, estimation by block model
Grade_Block,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,agcn,ptaucn,s
D,D2,Q,AR,OXI,0.106,1.232,436,52606,90482,309,0.107,,100,0.08
C,M7,Q,AR,OXI,0.446,2.591,642,15371,26438,379,0.446,,100,0.12
A,D4,STSD,AR,OXI,0.124,0.522,1193,4503,10369,41,0.119,,96,0.17
B,M5,STSD,AR,OXI,0.563,2.069,731,23283,53622,970,0.582,,103,0.14

