PTO,ESTE,NORTE
1,808176.137,9157082.128
2,808198.088,9157214.348
3,808141.374,9157237.531
4,808207.916,9157236.258
5,808144.036,9157254.066
6,808193.477,9157276.546
7,808150.976,9157305.075
8,808193.661,9157286.113
9,808152.041,9157314.008
10,808211.741,9157310.875
11,808184.626,9157332.851
12,808179.663,9157348.869
13,808151.874,9157359.621
14,808196.784,9157471.129
15,808154.416,9157465.858
