,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212812171,A,,A,D2,ST,AR,OXI,0.014,0.367,171.204,57967,129789,58,0.012,82.607,0.036
S212812171,B,,B,M1,SD,SI2,OXI,0.325,2.536,972.570,15898,38855,405,0.287,88.500,0.166
S212812171,C,,C,D4,STSD,AR,OXI,0.082,0.577,444.293,2253,5189,14,0.351,426.320,0.153
S212812171,D,,D,M1,SD,SI2,OXI,0.207,1.027,1264.306,19305,47182,315,0.530,255.440,0.287
S212812171,E,,E,D4,ST,AR,OXI,0.023,0.990,392.183,9106,20387,15,0.025,111.052,0.141
S212812171,F,,F,M1,SD,SI2,OXI,0.096,1.692,963.873,22800,55724,172,0.165,171.932,0.047
