PTO,ESTE,NORTE
1,808228.633,9157158.528
2,808239.854,9157163.057
3,808214.623,9157202.866
4,808248.292,9157189.641
5,808246.890,9157218.483
6,808213.204,9157231.308
7,808213.885,9157248.671
8,808255.485,9157232.656
9,808267.564,9157252.574
10,808279.685,9157266.33
11,808254.831,9157286.277
12,808253.580,9157355.631
13,808224.832,9157355.327
14,808227.297,9157330.794
15,808224.429,9157298.315
