Blast: S212780045, estimation by block model
Grade_Block,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,agcn,ptaucn,s
A,D2,STSD,AR,OXI,0.031,0.756,206,20544,47312,48,0.022,,69,0.04
B,M1,SD,SI2,OXI,0.295,8.032,565,23436,57278,543,0.237,,80,0.08
C,D1,SDST,SI2,OXI,0.062,2.229,410,6118,14560,29,0.083,,133,0.06

