,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212860100,A,,A,D4,Q,AR,OXI,0.172,3.155,635.700,38278,65838,365,0.163,94.609,0.199
S212860100,B,,B,M7,Q,AR,OXI,0.298,3.159,742.073,6685,11499,110,0.269,90.272,0.222
S212860100,C,,C,M6,Q,AR,OXI,0.226,3.893,729.244,11120,19126,139,0.209,92.295,0.176
S212860100,D,,D,M7,Q,AR,OXI,0.344,4.758,853.746,12855,22110,245,0.334,97.043,0.220
S212860100,E,,E,M9,STSD,SI1,OXI,0.547,5.810,958.939,24391,56172,989,0.553,100.971,0.298
S212860100,F,,F,M3,STSD,SI2,OXI,0.552,7.288,1059.721,2614,6020,107,0.695,125.889,0.150
