1,807591.49,9157522.309
2,807619.277,9157489.905
3,807625.565,9157495.139
4,807623.473,9157504.676
5,807644.349,9157573.278
6,807679.149,9157585.061
7,807674.891,9157591.564
8,807647.919,9157581.331
9,807618.63,9157601.985
10,807608.553,9157572.401
11,807618.92,9157568.094
12,807609.394,9157540.005
13,807598.845,9157543.901
14,807626.748,9157625.819
15,807652.357,9157625.975
16,807683.507,9157590.224
17,807678.348,9157639.345
18,807657.242,9157639.062
19,807631.14,9157638.712
20,807659.037,9157678.499
21,807643.263,9157677.935
22,807639.843,9157664.26
23,807711.616,9157666.755
24,807795.022,9157693.813
25,807650.933,9157708.603
