,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212828177,A,,A,D4,STSD,AR,OXI,0.152,0.504,-999.000,6993,16105,79,0.014,9.107,0.110
S212828177,B,,B,M5,STSD,AR,OXI,0.479,1.832,714.014,11032,25408,391,0.469,97.899,0.368
S212828177,C,,C,M1,SD,SI2,OXI,0.395,9.435,5100.260,49781,121665,1547,0.891,225.377,0.855
S212828177,D,,D,M3,STSD,SI2,OXI,0.136,1.128,692.993,3441,7924,35,0.606,447.039,0.646
