,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212876245,A,,A,D1,SD,SI2,OXI,0.017,0.313,106.007,6443,15747,9,0.990,5683.031,0.010
S212876245,B,,B,D2,STSD,AR,OXI,0.010,0.354,97.099,22196,51118,16,0.990,9900.241,0.011
