PTO,ESTE,NORTE
1,808081.958,9157350.114
2,808068.867,9157359.986
3,808074.61,9157380.275
4,808097.93,9157361.734
5,808070.699,9157402.646
6,808099.643,9157383.033
7,808109.566,9157370.255
8,808128.182,9157383.677
9,808127.683,9157388.756
10,808118.628,9157397.542
11,808091.232,9157424.164
12,808101.842,9157435.223
13,808111.554,9157418.821
14,808126.287,9157406.593
15,808119.459,9157453.638
