Blast: S212876078, estimation by block model
Grade_Block,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,agcn,ptaucn,s
A,D1,SD,SI2,OXI,0.029,1.182,614,7192,17576,17,0.012,,41,0.08
B,D2,ST,AR,OXI,0.006,0.504,65,10113,22643,4,0.005,,86,0.01

