PTO,ESTE,NORTE
1,808142.566,9157339.038
2,808115.638,9157353.386
3,808112.691,9157349.697
4,808091.676,9157363.473
5,808142.476,9157361.056
6,808114.786,9157395.499
7,808108.654,9157403.132
8,808104.219,9157400.355
9,808082.309,9157416.843
10,808089.95,9157420.685
11,808141.954,9157385.364
12,808129.599,9157388.782
13,808121.578,9157409.329
14,808099.674,9157425.586
15,808122.956,9157437.327
16,808138.968,9157431.835
17,808120.457,9157448.823
18,808091.168,9157583.436
19,808096.164,9157590.503
