nombre,x,y,z,area,volumen,altura
215,809901.9484,9157353.217,2633,24774,148644,6
215,810033.0717,9157377.623,2633,24774,148644,6
215,810054.185,9157320.989,2633,24774,148644,6
215,810058.8122,9157303.459,2633,24774,148644,6
215,810048.1672,9157253.279,2633,24774,148644,6
215,810045.9579,9157242.039,2633,24774,148644,6
215,810040.1514,9157190.005,2633,24774,148644,6
215,810037.7177,9157181.29,2633,24774,148644,6
215,809996.3444,9157170.345,2633,24774,148644,6
215,809973.5166,9157169.738,2633,24774,148644,6
215,809954.1673,9157192.942,2633,24774,148644,6
215,809939.5478,9157201.751,2633,24774,148644,6
215,809925.1432,9157218.08,2633,24774,148644,6
215,809913.7367,9157258.942,2633,24774,148644,6
215,809904.4888,9157306.081,2633,24774,148644,6
216,809901.9484,9157353.217,2633,25395,152370,6
216,810033.0717,9157377.623,2633,25395,152370,6
216,810006.8363,9157448.318,2633,25395,152370,6
216,809994.437,9157470.492,2633,25395,152370,6
216,809988.4331,9157490.709,2633,25395,152370,6
216,809978.4228,9157526.022,2633,25395,152370,6
216,809976.9582,9157541.494,2633,25395,152370,6
216,809980.0965,9157565.748,2633,25395,152370,6
216,809984.9815,9157610.9,2633,25395,152370,6
216,809975.6313,9157619.079,2633,25395,152370,6
216,809966.5728,9157600.318,2633,25395,152370,6
216,809940.0537,9157596.119,2633,25395,152370,6
216,809915.5039,9157595.595,2633,25395,152370,6
216,809892.4742,9157591.619,2633,25395,152370,6
216,809880.9214,9157578.762,2633,25395,152370,6
216,809879.8711,9157555.146,2633,25395,152370,6
216,809886.6898,9157499.273,2633,25395,152370,6
216,809890.2344,9157479.856,2633,25395,152370,6
216,809892.2069,9157445.27,2633,25395,152370,6
216,809897.3269,9157402.106,2633,25395,152370,6
