PTO,ESTE,NORTE
1,807889.212,9157607.085
2,807904.867,9157645.189
3,807912.016,9157640.508
4,807853.147,9157657.533
5,807859.815,9157662.359
6,807917.858,9157647.695
7,807838.518,9157678.014
8,807846.904,9157679.263
9,807853.139,9157672.487
10,807870.249,9157676.408
11,807927.918,9157661.229
12,807828.505,9157692.047
13,807831.038,9157696.432
14,807854.52,9157695.005
15,807868.913,9157703.365
16,807875.82,9157721.084
17,807859.229,9157734.896
18,807888.757,9157764.07
