PTO,ESTE,NORTE
1,807590.769,9157554.332
2,807573.29,9157563.75
3,807523.327,9157590.585
4,807539.491,9157611.59
5,807570.946,9157572.94
6,807556.493,9157591.733
7,807555.336,9157614.098
8,807595.337,9157570.826
9,807579.303,9157580.425
10,807570.214,9157594.078
11,807568.748,9157616.137
12,807596.585,9157585.83
13,807594.365,9157600.407
14,807581.631,9157617.642
