,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212852102,A,,A,D4,Q,AR,OXI,0.113,1.178,518.592,25898,44545,162,0.101,89.236,0.231
S212852102,B,,B,M7,Q,AR,OXI,0.491,2.856,770.765,14440,24837,392,0.497,101.056,0.160
