Blast: S212876043, estimation by block model
Grade_Block,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,agcn,ptaucn,s
A,M5,STSD,AR,OXI,0.394,1.839,724,12097,27859,353,0.368,,93,0.13
C,M5,STSD,AR,OXI,0.563,3.074,872,18693,43050,780,0.528,,94,0.16
B,M1,SD,SI2,OXI,0.420,6.187,800,8009,19574,264,0.376,,90,0.19
D,M8,SDST,SI1,OXI,0.947,2.997,846,2925,6962,212,0.708,,75,0.22

