,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212788214,A,,A,M1,SD,SI2,OXI,0.207,1.226,-999.000,6668,16297,109,0.000,0.000,-999.000
S212788214,B,,B,D4,ST,AR,OXI,0.019,0.367,-999.000,10001,22391,14,0.182,954.190,0.426
S212788214,C,,C,D2,ST,AR,OXI,0.090,4.913,1956.044,4183,9366,27,0.249,275.211,0.060
S212788214,D,,D,M1,SD,SI2,OXI,0.203,1.706,794.411,33400,81629,532,0.192,94.493,0.165
