PTO,ESTE,NORTE
1,808141.639,9157385.688
2,808129.773,9157376.26
3,808151.562,9157363.038
4,808173.414,9157368.918
5,808165.226,9157335.429
6,808174.743,9157330.782
7,808175.944,9157286.349
8,808161.34,9157285.157
9,808147.304,9157284.045
10,808112.435,9157266.771
11,808135.589,9157262.825
12,808135.332,9157249.87
13,808174.114,9157245.959
14,808163.324,9157223.192
15,808138.384,9157232.356
16,808131,9157216.323
17,808154.836,9157202.294
18,808140.358,9157112.304
