,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212772232,A,,A,M2,SDST,SI2,OXI,0.148,0.864,1515.950,4358,10372,49,0.824,556.933,0.073
S212772232,B,,B,D2,STSD,AR,OXI,0.083,1.060,261.617,18380,42330,114,0.493,590.550,0.035
S212772232,C,,C,M2,SDST,SI2,OXI,0.542,2.243,2113.584,11738,27936,487,0.844,155.838,0.071
