,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212780220,A,,A,M1,SD,SI2,OXI,0.275,1.034,1012.089,6771,16549,146,0.265,96.452,0.023
S212780220,B,,B,D2,ST,AR,OXI,0.043,0.535,800.418,5988,13407,19,0.230,529.454,0.028
S212780220,C,,C,M1,SD,SI2,OXI,0.229,1.507,759.813,16456,40217,297,0.219,95.477,0.034
S212780220,D,,D,D2,ST,AR,OXI,0.016,0.312,236.640,5335,11945,6,0.018,112.330,0.010
