PTO,ESTE,NORTE
1,808144.881,9157347.193
2,808105.078,9157370.095
3,808098.698,9157403.448
4,808119.392,9157391.109
5,808124.749,9157371.746
6,808145.414,9157358.52
7,808146.057,9157372.18
8,808131.934,9157380.201
9,808124.504,9157401.06
10,808095.569,9157421.473
11,808089.482,9157456.546
12,808110.562,9157450.153
13,808137.689,9157421.942
14,808142.562,9157420.669
15,808133.823,9157452.179
16,808088.219,9157463.822
