,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212860111,A,,A,D4,Q,AR,OXI,0.112,1.303,637.623,4139,7118,26,0.098,88.176,0.151
S212860111,B,,B,M5,STSD,AR,OXI,0.367,1.249,731.558,4611,10620,125,0.378,102.930,0.065
