,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212836165,A,,A,M6,STSD,AR,OXI,0.274,4.646,771.778,5265,12125,107,0.294,107.318,0.238
S212836165,B,,B,D4,STSD,AR,OXI,0.221,4.054,538.246,1556,3584,26,0.266,120.191,0.174
S212836165,C,,C,M9,STSD,SI1,OXI,0.322,5.256,691.438,8125,18713,194,0.304,94.386,0.167
S212836165,D,,D,M7,ST,AR,OXI,0.333,3.367,812.009,10463,23428,251,0.288,86.573,0.123
S212836165,E,,E,M9,STSD,SI1,OXI,0.589,7.152,1044.661,5572,12832,243,0.610,103.579,0.284
