,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212828237,A,,A,M6,Q,AR,OXI,0.283,2.908,671.867,11087,19070,174,0.212,75.052,-999.000
S212828237,B,,B,D2,Q,AR,OXI,0.171,2.137,-999.000,8273,14229,78,0.000,0.000,-999.000
S212828237,C,,C,D2,Q,AR,OXI,0.149,2.605,-999.000,8016,13788,66,0.000,0.000,-999.000
S212828237,D,,D,M7,Q,AR,OXI,0.318,2.391,-999.000,39203,67428,688,0.000,0.000,-999.000
