,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212852122,A,,A,M7,Q,AR,OXI,0.264,1.904,613.369,27998,48157,408,0.252,95.510,0.210
S212852122,B,,B,M2,SDST,SI2,OXI,0.290,2.413,890.316,2676,6369,59,0.288,99.179,0.238
