,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212836125,A,,A,D4,STSD,AR,OXI,0.068,0.946,315.135,37289,85877,188,0.050,74.072,0.144
S212836125,B,,B,M1,SD,SI2,OXI,0.120,1.835,753.152,6585,16093,62,0.111,92.843,0.146
