,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212828180,A,,A,D4,STSD,AR,OXI,0.218,1.238,347.685,12041,27731,194,0.268,123.175,0.162
S212828180,B,,B,M7,Q,AR,OXI,0.508,2.550,479.871,26470,45528,743,0.485,95.621,0.197
S212828180,C,,C,M7,Q,AR,OXI,0.386,2.754,726.997,7438,12793,159,0.499,129.311,0.161
