nombre,x,y,z
DME-2740,809130.771,9156296.923,2720
DME-2740,809130.821,9156276.52,2720
DME-2740,809149.187,9156272.32,2720
DME-2740,809138.469,9156178.504,2720
DME-2740,809140.309,9156153.209,2720
DME-2740,809139.044,9156103.61,2720
DME-2740,809126.095,9156095.185,2720
DME-2740,809107.728,9156103.937,2720
DME-2740,809089.152,9156119.899,2720
DME-2740,809074.524,9156129.683,2720
DME-2740,809061.49,9156149.566,2720
DME-2740,809045.333,9156179.027,2720
DME-2740,809037.365,9156210.338,2720
DME-2740,809035.387,9156232.855,2720
DME-2740,809040.259,9156256.3,2720
DME-2740,809047.798,9156276.659,2720
DME-2740,809066.381,9156306.914,2720
DME-2740,809130.771,9156296.923,2720
