,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212932234,A,,A,M2,SDST,SI2,OXI,0.150,2.262,461.877,2434,5792,28,0.118,78.655,5.126
S212932234,B,,B,D4,ST,AR,OXI,0.078,1.648,322.008,28391,63566,160,0.069,88.531,18.899
